"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708490","Occurrence","BM000815461","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906150000, ""gbifID"": ""1057316407"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cornus controversa Hemsl."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Cornaceae","s.n.","Cornus","Cornaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","ff15cbc6-1b18-4cc2-b2be-6c3b1c539efe","present","","NHMUK:ecatalogue:4708490","","s.n.","Engelbert Kaempfer","Cornus controversa Hemsl.","Hemsl.","controversa","","1691 - 1692"
"4708540","Occurrence","BM000815511","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906155000, ""gbifID"": ""1056340269"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron mucronatum (Blume) G.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1619633510000","121770c4-8ef0-4eaf-b92d-eeac4dee3cee","present","","NHMUK:ecatalogue:4708540","","s.n.","Engelbert Kaempfer","Rhododendron mucronatum (Blume) G.Don","(Blume) G.Don","mucronatum","","1691 - 1692"
"4708622","Occurrence","BM000815593","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906165000, ""gbifID"": ""1056720910"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ilex latifolia Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Aquifoliaceae","s.n.","Ilex","Aquifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633519000","0091cd7c-ad2f-409f-8a36-19466f0f704d","present","","NHMUK:ecatalogue:4708622","","s.n.","Engelbert Kaempfer","Ilex latifolia Thunb.","Thunb.","latifolia","","1691 - 1692"
"4708608","Occurrence","BM000815579","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906164000, ""gbifID"": ""1055725927"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Skimmia japonica Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rutaceae","s.n.","Skimmia","Rutaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633518000","dbe2b03e-551a-448a-b01a-31bcb1d28910","present","","NHMUK:ecatalogue:4708608","","s.n.","Engelbert Kaempfer","Skimmia japonica Thunb.","Thunb.","japonica","","1691 - 1692"
"4708790","Occurrence","BM000815763","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906184000, ""gbifID"": ""1056483329"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus javanica L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633514000","d7be1e2a-df8f-4993-98bf-ba4a1583385f","present","","NHMUK:ecatalogue:4708790","","s.n.","Engelbert Kaempfer","Rhus javanica L.","L.","javanica","","1691 - 1692"
"4708670","Occurrence","BM000815641","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1055824736"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Osmanthus fragrans (Thunb.) Lour."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Oleaceae","s.n.","Osmanthus","Oleaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633527000","cef7f21b-43e3-4eb2-93ba-2fe8606ef439","present","","NHMUK:ecatalogue:4708670","","s.n.","Engelbert Kaempfer","Osmanthus fragrans (Thunb.) Lour.","(Thunb.) Lour.","fragrans","","1691 - 1692"
"4708673","Occurrence","BM000815644","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1056235671"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Sambucus sieboldiana Blume"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Caprifoliaceae","s.n.","Sambucus","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633516000","3363b66f-cc73-4b0b-9690-67780bc9ed70","present","","NHMUK:ecatalogue:4708673","","s.n.","Engelbert Kaempfer","Sambucus sieboldiana Blume","Blume","sieboldiana","","1691 - 1692"
"4708482","Occurrence","BM000815453","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906149000, ""gbifID"": ""1055334198"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633512000","fd4cf18d-4ce0-48a3-ad53-e9aa91f6e687","present","","NHMUK:ecatalogue:4708482","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708471","Occurrence","BM000815442","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906148000, ""gbifID"": ""1055653779"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Raphia humilis A.Chev."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Arecaceae","s.n.","Raphia","Arecales; Arecaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633528000","ebfa6217-3cba-4a56-9258-92de186d9b22","present","Arecales","NHMUK:ecatalogue:4708471","","s.n.","Engelbert Kaempfer","Raphia humilis A.Chev.","A.Chev.","humilis","","1691 - 1692"
"4708678","Occurrence","BM000815649","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1057336402"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633504000","f102bc8b-9847-4f0a-b1b6-bd6310b1d08e","present","","NHMUK:ecatalogue:4708678","","s.n.","Engelbert Kaempfer","Rhododendron indet.","","indet.","","1691 - 1692"
"4708701","Occurrence","BM000815674","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906174000, ""gbifID"": ""1057326839"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Zanthoxylum piperitum (L.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rutaceae","s.n.","Zanthoxylum","Rutaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633529000","adb65e77-f2e0-4d80-9c08-1802f915803b","present","","NHMUK:ecatalogue:4708701","","s.n.","Engelbert Kaempfer","Zanthoxylum piperitum (L.) DC.","(L.) DC.","piperitum","","1691 - 1692"
"4708680","Occurrence","BM000815651","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906172000, ""gbifID"": ""1056346520"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Disporum sessile D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Convallariaceae","s.n.","Disporum","Asparagales; Convallariaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633514000","79b17dfc-b5d3-4239-9173-9169b1282a11","present","Asparagales","NHMUK:ecatalogue:4708680","","s.n.","Engelbert Kaempfer","Disporum sessile D.Don","D.Don","sessile","","1691 - 1692"
"4708705","Occurrence","BM000815678","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906174000, ""gbifID"": ""1055310163"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633516000","5d81305b-a9bd-4936-9bec-532c330ae0d3","present","","NHMUK:ecatalogue:4708705","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708661","Occurrence","BM000815632","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1055444729"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Arisaema indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Araceae","s.n.","Arisaema","Araceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633525000","41a3ec52-44ac-44de-beb8-3a229e97f25f","present","","NHMUK:ecatalogue:4708661","","s.n.","Engelbert Kaempfer","Arisaema indet.","","indet.","","1691 - 1692"
"4708791","Occurrence","BM000815764","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906184000, ""gbifID"": ""1055635702"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus verniciflua Stokes"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633529000","4627a9fb-c4ca-46ca-8716-00fd6677f559","present","","NHMUK:ecatalogue:4708791","","s.n.","Engelbert Kaempfer","Rhus verniciflua Stokes","Stokes","verniciflua","","1691 - 1692"
"4708692","Occurrence","BM000815665","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906173000, ""gbifID"": ""1055980813"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Hydrangea scandens (L.f.) Ser."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Hydrangeaceae","s.n.","Hydrangea","Hydrangeaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633530000","b5e0479a-4519-4bfd-8b7e-d35b9f6c6b56","present","","NHMUK:ecatalogue:4708692","","s.n.","Engelbert Kaempfer","Hydrangea scandens (L.f.) Ser.","(L.f.) Ser.","scandens","","1691 - 1692"
"4708663","Occurrence","BM000815634","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1056085737"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Acer palmatum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Aceraceae","s.n.","Acer","Aceraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633525000","8e61836f-4f6a-4f42-b92f-34bb82593e51","present","","NHMUK:ecatalogue:4708663","","s.n.","Engelbert Kaempfer","Acer palmatum Thunb.","Thunb.","palmatum","","1691 - 1692"
"4708740","Occurrence","BM000815713","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906178000, ""gbifID"": ""1057068253"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cinnamomum japonicum Siebold"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Lauraceae","s.n.","Cinnamomum","Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","4ae87fba-3304-4be9-baf0-5e5165c643d5","present","","NHMUK:ecatalogue:4708740","","s.n.","Engelbert Kaempfer","Cinnamomum japonicum Siebold","Siebold","japonicum","","1691 - 1692"
"4708519","Occurrence","BM000815490","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906153000, ""gbifID"": ""1057631702"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Weigela corae\u00ebnsis Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Caprifoliaceae","s.n.","Weigela","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633526000","e6dba24d-0c3b-4026-af0a-67436a32369e","present","","NHMUK:ecatalogue:4708519","","s.n.","Engelbert Kaempfer","Weigela coraeënsis Thunb.","Thunb.","coraeënsis","","1691 - 1692"
"4708537","Occurrence","BM000815508","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906155000, ""gbifID"": ""1055668972"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633510000","433298a6-7798-46bc-919e-ad1a53634b59","present","","NHMUK:ecatalogue:4708537","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708489","Occurrence","BM000815460","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906150000, ""gbifID"": ""1056598958"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Apiaceae","s.n.","Indet.","Apiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","2b87fa4d-689f-4a45-8ddf-f65d5d4930b3","present","","NHMUK:ecatalogue:4708489","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708431","Occurrence","BM000815402","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906144000, ""gbifID"": ""1055921882"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633506000","3bf4143f-9999-413c-90e1-aaaf1d14e59e","present","","NHMUK:ecatalogue:4708431","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708617","Occurrence","BM000815588","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906165000, ""gbifID"": ""1056861270"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron scabrum G.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1619633514000","43b5f1e6-f931-49c7-b62a-ef7e8896b111","present","","NHMUK:ecatalogue:4708617","","s.n.","Engelbert Kaempfer","Rhododendron scabrum G.Don","G.Don","scabrum","","1691 - 1692"
"4708523","Occurrence","BM000815494","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906153000, ""gbifID"": ""1057503581"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus verniciflua Stokes"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","3d53e3c9-1679-40ce-bb2a-a9800dc4393c","present","","NHMUK:ecatalogue:4708523","","s.n.","Engelbert Kaempfer","Rhus verniciflua Stokes","Stokes","verniciflua","","1691 - 1692"
"4708526","Occurrence","BM000815497","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1057025644"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Orixa japonica Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rutaceae","s.n.","Orixa","Rutaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633530000","b039dc25-7ccf-4957-a2f5-8d142cbd0072","present","","NHMUK:ecatalogue:4708526","","s.n.","Engelbert Kaempfer","Orixa japonica Thunb.","Thunb.","japonica","","1691 - 1692"
"4708616","Occurrence","BM000815587","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906165000, ""gbifID"": ""1055636115"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron kaempferi Planch."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1619633514000","b181fa82-a669-4153-bfb2-54716290bb9a","present","","NHMUK:ecatalogue:4708616","","s.n.","Engelbert Kaempfer","Rhododendron kaempferi Planch.","Planch.","kaempferi","","1691 - 1692"
"4708606","Occurrence","BM000815577","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906164000, ""gbifID"": ""1057364428"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pittosporum tobira (Thunb.) W.T.Aiton"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Pittosporaceae","s.n.","Pittosporum","Pittosporaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633518000","3b302cf8-f358-4634-ae34-04a90392b3d2","present","","NHMUK:ecatalogue:4708606","","s.n.","Engelbert Kaempfer","Pittosporum tobira (Thunb.) W.T.Aiton","(Thunb.) W.T.Aiton","tobira","","1691 - 1692"
"4708609","Occurrence","BM000815580","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906164000, ""gbifID"": ""1057239114"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633511000","51624a6b-673b-410c-b448-1cbda1dc06bc","present","","NHMUK:ecatalogue:4708609","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
